author,stars,comment
"c*****0",5,"Barang elok takde damage ,penghantaran laju, sangat puas hati"
"r*****6",5,"Packaging:good Beauty Profile:skin tone Beauty Effect:Tiptop  Item diterima dlm keadaan baik Tiada kerosakan pd barang Very nice and perfect  Will repeat again Thanks seller👍"
"h*****7",5,"Beauty Profile:35, natural Usage Experience:medium coverage Packaging:good  Sudah banyak kali repeat..okay je...xde la full coverage pon...tapi boleh la tutup cela dan parut jerawat..."
"n*****d",5,"Packaging:good Benefits:oil control effect Beauty Profile:oily skin  Item received in good condition. Fast delivery. Recommended seller. Terbaik 👍🏻👍🏻👍🏻👍🏻 ⭐️⭐️⭐️⭐️⭐️"
"zqkb1frdru",5,"Barangan diterima dalam keadaan yang amat baik dan pembungkusan serta penghantaran pun memuaskan."
"y*****u",5,"Shade match dengan warna kulit. Fast shipping. Beli time live berbaloi 👍🏻"
"e*****h",5,"Packaging:good Beauty Effect:matte User Tips:good  best pakai banyak kali dah repeat hihi.. beli refill je jimat"
"f*****n",5,"Benefits:good waterproof, lasting power & suitable for oily skin. Usage Experience:Easy to blending, matte finishing. Beauty Effect:perfect  Will buy it again back."
"q*****a",5,"Packaging:ok Usage Experience:ok User Tips:best  Repeat kali kedua. Just dap dap dah dapat hasil yang ok. Code sesuai dgn muka sy"
"e*****b",5,"Penghntran laju brg di terima dlm keadaan baik...bedak elok saya kulit natural say amik kod almod elok licin bedak tu sgt puast hti maaf gmbr tiada kena mengena"
"u*****8",5,"Packaging:Terbaik User Tips:Good Benefits:Good  Terima kasih seller. Sudah sampai yg bungkusan yg ditunggu. Packing nya baik."
"l*****f",5,"Usage Experience:Daily usage for classes Packaging:Refill only. Package secure. Good. Benefits:Non sticky feeling. Lightweight. I love it."
"l*****_",5,"Beauty Effect:very matte Packaging:pretty in blue Beauty Profile:warm skintone  This cushion suits the one with oily skin because it’s giving the matte effect"
"janicelee_26",5,"Good product will buy again ....非常好用fast shipping 安全送到家..."
"a*****a",5,"Usage Experience:Ease of application Packaging:Nice packaging User Tips:Using this after sunscreen. Full coverage and suit my skin tone even i choose 2 shades lighter"
"n*****i",5,"Beauty Effect:fully coverage. tahan lama. easy. love Packaging:good  tolong beli sebab best"
"i*****e",5,"Dapat jugak grab harga sale yang berbaloi 👍🏻👍🏻👍🏻 Biasa beli direct watson je sbb selalu tak sempat purchase harga sale yang jauh beza. Terbaik fast delivery juga"
"mdfatah",5,"User Tips:aku dapat harga murah best gila boleh beli lagiii wow besttt"
"fo9rec98ra",5,"Packaging:elegant Benefits:oil control  sangat bagus packaging pun selamat"
"a*****9",5,"Benefits:oil control effect  Sesuai untuk oily skin sbb dia matte finishing. Ringat je bila pakai. Packaging pun law mak lurvv 😍"
"r*****g",5,"Usage Experience:baru 1 st time nk cuba Benefits:baru 1st time nk guna User Tips:harap berbalou  Packaging dlm keadaan baik cuma agak lambat sikit. tapi apepun barang bagus"
"h*****0",5,"Pertama kali try.. Serius cantik dan sesuai sangat dengan kulit muka.. Penghantaran pun cepat je.. Suka casing ni jenis denim..  Thanks seller!!"
"d*****i",5,"Packaging:good cantik packaging  first time guna skintific ni.overall pkai dia coverage cntik.xoil.ok la."
"noeltwt",5,"Ordered on 09 Sep, seller shipped out on 10 Sep, received on 12 Sep. Product properly wrapped in bubble wrap. I'm a guy & 03 Petal suits medium skin tone, though a bit too warm. It is indeed matte finish."
"u*****h",5,"Fast dlivery. First time nk try skintific sebelum ni try cushion lain. Harap sesuai"
"a*****5",5,"Beauty Profile:good Benefits:good Beauty Effect:good  barang sampai dalam keadaan baik, tiada sebarang kerosakan"
"n*****a",5,"Produk ini sangat baik dan bagus. Seller pun cepat hantar barang ni"
"s*****e",5,"Usage Experience:Tahan lama  Barang sampai dalam keadaan baik dan tiada kerosakan. Seller terbaik."
"qistinain1301",5,"Beauty Effect:good User Tips:smooth Usage Experience:long lasting  Tq seller hahah tak pndai komen janji sesuai delivery pun lajuu"
"e*****a",5,"Packaging:superb. exclusive  Baru nak try skintific. That's why beli refill je dulu. Hopefully code ni sesuai dengan sy."
"m*****a",5,"Beauty Profile:Good Packaging:Good Benefits:Lasting  Terima dalam keadaan baik. Elok boleh guna. Memang puas hati. Penghantaran pun laju. Terima kasih seller."
"myhpswzfcz",5,"Usage Experience:so far ok Packaging:packaging nice and good to use  dleivery fast and so far ok"
"a*****a",5,"Beauty Effect:good coverage Beauty Profile:na Usage Experience:too dry  The product is good, just i choose the wrong should buy gold cover, its abit dry for me but the coverage all was awesome, will buy gold to try"
"a*****7",5,"User Tips:pakai sikit je dah mcm full coverage! Packaging:niceeee Beauty Profile:all can  The best and have been using this for quite sometimes now.thank you"
"y*****8",5,"The quality is very good, exactly as described by the seller, completely beyond expectations, the packaging is very careful, a very satisfactory shopping experience"
"norhaslynda75",5,"Beauty Profile:right for my skin Beauty Effect:matte User Tips:ok for my dry skin and smooth as well"
"q*****6",5,"Usage Experience:senang nak blend, bg 1st time user macam sy Packaging:sangat cantik  Buatlah pilihan trbaik berdasarkan skin tone korang,"
"s*****e",5,"Benefits:ok User Tips:ok Packaging:ok packaging nice.. fast delivery so many voucher i get .. thankyou"
"familizz",5,"Benefits:ok Usage Experience:ok Packaging:ok  Tq seller brg baik and pos laju  Jom singgah Sho.pee FAMILIZZ  Brg2 RARE AUTHENTIC guys"
"m*****3",5,"Usage Experience:full coverage Beauty Effect:matte  Shade 04 Beige memang ngam dengan kulit saya. Tekstur cushion sangat ringan, senang blend dan cover redness dengan elok. Finish dia velvet matte tapi tak buat kulit nampak kering. Tahan lama, even berpeluh pun still on point. Memang puas hati & repeat beli refill!”"
"_nurulathirah_",5,"User Tips:boleh jadi concealer jgk Beauty Effect:matte result for me Usage Experience:senang blend  Best wey ni klu tnya suka foundation or cushion lebih suka cushion senang apply and coverage dia cun jgk"
"amiruddin.md_arif",5,"Packaging:Good  Received the parcel in good order packing from the seller's 👍😃"
"bellkamal",5,"Beauty Profile:petal Benefits:oil control just nice Usage Experience:the best cushion ever  hebat & mantap🫰🏻👍🏻"
"s*****4",5,"Penghantaran laju,3 hari sampai.Barang berkualiti tinggi."
"s*****4",5,"Wowwww fantastic product from seller with this lowwwww price man"
"n*****4",5,"Beauty Profile:oily skin Packaging:just nice Beauty Effect:matte finish  second purchase, the finishing fit me real well. also got discount when live. strongly recommend"
"zahira2894",5,"Packaging:Good packaging User Tips:Combination serum and cushion very ammazing Beauty Effect:Matte and coverage effect"
"wanact",5,"Beauty Profile:berminyak Usage Experience:second Benefits:waterproof  Sampai dengan selamat. Coverage ok. Tahan agak lama. Kalau jnis kulit berminyak, dlm 4j sedikit bercapuk"
"s*****5",5,"Penghantaran cepat dan sesuai untuk kulit saya. Terima kasih untuk free gift"
"erinmkh",5,"Packaging:nice Beauty Profile:tk pernah try lg nanti dh try i bg feedback"
"n*****a",5,"Fast delivery..good product quality…good value for money..love it"
"n*****h",5,"Beauty Profile:oily combination Packaging:good packaging  Texture is quite heavy than the gold one, good for oily combination skin bcs matte finishing"
"a*****9",5,"Packaging:secure  My first purchase, hopefully its suit me well, bought it during 7.7 sales, fast delivery took only 1 day to arrive 😍😍"
"_*****j",5,"Usage Experience:good coverage User Tips:already gives its effect by applying minimal of it Beauty Profile:for every day use  I will always buy from skintific. Happy with my purchase"
"c*****i",5,"Packaging:nice Beauty Effect:didnt try yet Beauty Profile:good  i hope it suit my skin!!!"
"s*****9",5,"Beauty Effect:coverage effect Usage Experience:easy of application Packaging:Good"
"kulim199o",5,"Usage Experience:ok sangat bedak ini.peminat setia.dh berapa bekas beli.boleh try .skin jadi lawa sangat"
"d*****n",5,"Beauty Effect:matteee Beauty Profile:kulit berminyak Packaging:design comel , packiging wow  Product skintific bila je tak mengecewakan , even harga dia mahal sikit tapi worth the price beli time sale or life murah banyak"
"c*****a",5,"Beauty Profile:good Beauty Effect:matte Usage Experience:ease to blend  okkkkkkkk best pakai boleh repeat lagi"
"saliaaaa",5,"Packaging:cantek Beauty Profile:33y/0, normal skin, medium tan Usage Experience:cepat habis  Nak compare dgn brand lain, memang skintific cepat habis even dah tebalik2 kan pun. Regular customer. Beli lagi sebab ok dengan skin. Pilih shade yg cerah sikit sebab dia cepat gila oxidise."
"feezafz",5,"Packaging:good Usage Experience:soft  Thank you seller for the fast shipping.. banyak kali repeat.. the best👍😍😍🥰🥰"
"indahzalikha",5,"Packaging:ok Beauty Profile:sesuai Beauty Effect:natural  Barang sampai dalam keadaan baik dan.. penghataran pon sgt2 cepat.."
"a*****i",5,"Thank you seller, safely arrived 🙃♥️received this item in a good condition, function well, thanks again 😊"
"enghwa76",5,"Fast delivery and good packaging nice product will definitely buy again"
"r*****a",5,"Benefits:long lasting Usage Experience:ease to blend Beauty Effect:medium coverage  CANTIK SNGT CUSHION NI. LEPASNI BOLEH REPEAT LG WARNA BIRU NI. COMEYY SNGT PACKAGING NI"
"shaikhah",5,"Terima kasih.. pembungkusan elok.. selalu beli kat sini.."
"a*****s",5,"Usage Experience:long lasting Packaging:lovely Benefits:matte  penhantaran yang laju dan barang sampai dengan selamat .. saya sangat suka pakai cushion foundation ni sebb coverage dia memang tinggi gila even pakai sikit . dulu pakai code 06 sekrang tukar to code 05"
"yiwencatherine",5,"Thank you seller, fast delivery 🚚 this is my second purchase. I will repurchase again."
"m*****e",5,"Penghantaran yang cepat,packaging cantik,belum Cuba,sesuai blh beli lg, terima kasih seller 👍"
"a*****i",5,"Benefits:matte  packaging sangat secure, beli refill je masa 9.9 memang untung👍🏻"
"e*****e",5,"Received products in good conditions. Well packed. Thanks!"
"f*****e",5,"Beauty Profile:medium fair, oily Usage Experience:easy to blend. full coverage. 8hour ++ still maintain Packaging:packaging simple and nice  Good price 4th time repeat order. Fast delivery. Good packaging. Thank you seller."
"puanziahrosli",5,"Alahmdulillah barang selamat sampai..prhantaran sgt cepat dlm 3 hri sdah sampai..tq seller"
"d*****i",5,"Beauty Profile:acne prone Usage Experience:high coverage User Tips:wear something to hydration  superb performance"
"b*****a",5,"Suka pakai matte cushion foundation skintific ni. Beli waktu live dapat harga murah. Penghantaran pon cepat."
"fiq5639",5,"Packaging:love Beauty Profile:nice User Tips:harap pakai nanti sesuai dgn kulit. tp fast delivery hari ketiga dah sampai"
"s*****n",5,"High coverage. And really worth it with the low price compare to other cushions"
"n*****3",5,"Fast delivery 🚚  Good value for money 💴  Item is wrapped nicely 📦 Thank you seller 🌹"
"q*****a",5,"Tq seller parcel dah sampai dlm keadaan baik servis okay Harga berpatutan"
"w*****i",5,"Packaging:secure Beauty Effect:Matte finishing Benefits:waterproof  Lightweight, easy to blend but need to prep ur skin first, worth to buy, trusted, cheapest from others, suitable for any type of skin,"
"a*****7",5,"Beauty Profile:suits my skin tone Beauty Effect:suits me very well.this is my 5th box.thank you skintific Packaging:very good"
"c*****g",5,"Coverage is really good and feels light on the skin. Long-lasting and gives a nice glow. Love it!"
"merwin15",5,"User Tips:i love this product Beauty Effect:very good  I love this product i always buy"
"w*****8",5,"Benefits:sesuai untuk oily skin Packaging:packaging okay takda kerosakan. penghantaran laju. terima kasih"
"s*****7",5,"Received the item in good condition and fast delivery. Good."
"winnie0317.ng",5,"Benefits:Waterproof Packaging:Nice  Fast delivery, good packaging and quality of the product ok."
"n*****4",5,"Beauty Effect:Matte dan sgt coverage Benefits:Waterproof  Ambil code petal hasil tgk reviews cakap petal ni cerah dn perlu mix dgn 03A utk balance kan.. Tp, utk kulit sya petal shja pun agak gelap.. Takpelah nnt bg org je.. Mujur beli refill.. Thanks"
"raison.detre",5,"Usage Experience:my fav cushion so far, not going to replace it anytime soon. Good coverage  Excellent coverage on the face without being too overwhelming. Package arrived safely"
"v*****7",5,"Benefits:lasting power, waterproof Beauty Profile:oily skin Packaging:nice packaging , good design"
"lizamaju1001",5,"Usage Experience:ok Packaging:ok Benefits:ok  Tq seller brg baik and pos laju  Jom singgah Sho.pee BBWUSA  Brg2 RARE AUTHENTIC guys"
"g*****0",5,"Beauty Profile:good Usage Experience:good User Tips:good  3 kali repeat dah. Memang suka dengan look matte"
"r*****7",5,"Coverage:go o d Texture:go o d"
"ruby_hs_lim_1221",5,"Usage Experience:good Benefits:good User Tips:good  Very fast delivery and good service Good condition with good packaging 👍👍👍"
"x*****x",5,"have not tried the product. excited to try. fast delivery. received free skin care"
"a*****o",5,"fast delivery with secured packaging  Cheaper during sale."
"u*****1",5,"Item received in order and good condition. Product as described. Satisfied with the purchase."
"h*****z",5,"Penghantaran pantas. First time beli yg biru ni, seblom ni pkai yg gold, harap2 sesuai la dgn kulit saya , tq seller👍🏻"
"b*****l",5,"Benefits:sangat bagus dan sesuai pada kulit. Usage Experience:Tidak bercapuk dan sangat suka Packaging:Bagus dan kemas"
"c*****t",5,"Beauty Effect:matte  Brg sampai dgn eloknya..so far  belum try lagi..hopefully ngam dgn skin kite.."
"x*****3",5,"交货时间快，货物没有损坏，包装良好。 The delivery time is fast, the goods are not damaged and the packaging is good."
"k*****6",5,"Beauty Effect:Matte finishing, full coverage Packaging:very nice  Been using this product for almost 3 months"
"s*****o",5,"All the items received in a good condition. Thank you seller!"
"f*****8",5,"Packaging:nice  didnt try yett hopefully it match with my combi skin"
"zakiemlk83",5,"Pantas sampai. 1 day delivery mode."
"s*****l",5,"Benefits:oil control User Tips:apply after sunscreen Packaging:easy to refill  I suka matte cushion code ivory sbb sesuai dgn warna kulit sy. After dh guna suncreen skintific, sy akan apply matte cushion. So, makeup nampak natural tak perlu tebal2. In fact, boleh control minyak kat muka jugak."
"scorpionjiajia",5,"Nice wrapping fast shipping received with good condition nice products"
"z*****m",5,"Beauty Profile:skin type Usage Experience:fast absorb Benefits:moisture  Baru sampai tak buka pakai lagi. Saja try yang range baru ni before this pakai yg biru pekat tu. Hopefully ni boleh control muka yang oily and boleh buat muk rasa moisture lahhh thank you seller"
"eira0508",5,"User Tips:dap only Usage Experience:full coverage Benefits:waterproof & long lasting  Terima dalam keadaan yang baik. Sesuai untuk kulit berminyak mahupun kering. Sebab kukit jenis combination. Dah dekat setahun setia dgn skintific 💕"
"s*****e",5,"Benefits:long lasting Packaging:well wrapped Usage Experience:easy to blend.  Love how easy it is to blend. Been using this for almost a year now."
"norhamizah2708",5,"Fast delivery. Haven't try it yet but the compact looks so pretty!"
"f*****s",5,"Usage Experience:easy to blend Packaging:jeans Benefits:long lasting  Love this matte cushion! Grab while live promo. Very fast delivery too 😄"
"e*****h",5,"Beauty Profile:combination skin Benefits:cushion Beauty Effect:matte  It's a decent cushion and I've came back to restock. But the shades are quite confusing to find especially if you have a paler but yellow undertoned skin"
"s*****2",5,"Benefits:waterproof Beauty Effect:matte suitable with my skin Packaging:packing in good  Fast delivary👍🏻👍🏻👍🏻"
"a*****5",5,"barang yang di terima dalam keadaan baik, semua tiptop thank you seller, penghantaran sangat pantasss 🥰🥰🥰🥰"
"m*****_",5,"Usage Experience:good for oily skin type Packaging:good  those who have oily skin type better get this one than the gold version"
"l*****z",5,"Beauty Effect:radiant Benefits:waterproof Beauty Profile:vanilla  bungkusan sampai dengan baik dan kemas dan selamat... tiada yg rosak.. tq seller.."
"s*****1",5,"Benefits:full coverage.. testur pekatt.. kena dap cepat².. Beauty Effect:muka nampak glowing ssuai utk muka berminyak Packaging:barang selamat sampai packaging kemas"
"m*****1",5,"Beauty Profile:oily skin Beauty Effect:high coverage  Received in good condition. Have been using this since last year. Recommended for oily skin type like mine"
"n*****z",5,"User Tips:very good Usage Experience:easy blending with the skin Benefits:long lasting for 7-8hours  Recommended to buy these product. Very well-function in daily make-up."
"shahila5102",5,"Beauty Profile:Best Packaging:Nice denim  Barang dah sampai..memang best sebab boleh cover parut jerawat walaupun tak pakai concealer.. best sangat 😊😘"
"yatifendy75",5,"Thank you for the good packaging. Item received in good condition. Not yet tested, so no review yet for my skin."
"j*****u",5,"Item received in good condition and fast delivery 🚚. Packed well. Thank you seller."
"wayeeching",5,"Good fast delivery nice to use suitable my skin  Thanks seller very nice 👌"
"aisyah1519",5,"Packaging:packaging cantik Beauty Effect:matte dn coverege Benefits:oil-control effect  Item dlm keadaan baik dn penghantaran yg pantas blh repeat lagi tq seller"
"l*****a",5,"Packaging:terbaik Usage Experience:almost 1 year Beauty Effect:full coverage.. best sgt.. dah repeat byk kali..  mmg terbaik korg.."
"i*****7",5,"Packaging:kemas  Packing ok..kemas xda kerosakan.. sesuai dgn kulit wajah sya..tq sellar brg dah selamat sampai"
"a*****2",5,"Fast delivery. Item received in good package. Securedly wrapped."
"ffc82x8o02",5,"Penghantaran Laju Dan barang sampai dengan baik 👍🏻👍🏻"
"k*****a",5,"Beauty Effect:I like Packaging:good User Tips:use fingers  I like this product. My skin is getting better. Dah berapa kali repeat order. Will purchase again. Thanks seller ☺️"
"i*****a",5,"Beauty Effect:good to my skin Packaging:good condition Usage Experience:easy to apply and just buy the refill  Fast shipping"
"mynameisyatie",5,"Benefits:good Usage Experience:good Packaging:good  tq seller...barang sampai dalam keadaan y baik..penghantaran y sangat cepat...terbaik seller"
"ainaazwaazmi",5,"Benefits:Long Lasting Beauty Effect:Matte Medium Coverage Usage Experience:I like the beauty matte affect after apply it  Buying the refill only, I love the coverage"
"a*****a",5,"Benefits:sesuai utk kulit muka berminyak, kekal wpun selepas 8jam pemakaian. Packaging:design cun Usage Experience:sangat sesuai untuk yg br berjinak dengan make up pakai. senang nk apply, dap dap je.  Dlm byk², sini paling murah.... 50% lebih murah dari watson."
"adriejal123",5,"I get a very good price for this..only rm39.40..grab them on live..been using this product for long time..very suitable to my skin.. Thank you seller for the fast delivery."
"k*****6",5,"Beauty Profile:skin tone bagus User Tips:sapu dengan cermat Packaging:packaging bagus  Pembelian berkali kali kerana produk ni sangat sesuai dengan kulit isteri..memang terbaikkkkkkkkkkk"
"jihah.pu3",5,"Beauty Effect:Matte  Fast delivery, tqq seller i thought its gonna reach me later but unfortunately it comes earlier b4 date expected. Tq so much."
"c*****7",5,"Quality is very good and nice ~ I didn't expect it to be so fast and the quality is very good 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻"
"t*****6",5,"Received goods in good condition  Bought cheaper during shopee mamak live. Thumbs up."
"w*****k",5,"Usage Experience:good coverage Packaging:good  00 porcelain is the best choice if you have fair skin."
"d*****8",5,"2027 expired , Worth to buy, delivery is fast , packed packed well"
"n*****n",5,"User Tips:best Packaging:cantik Beauty Effect:matte and after a while it gives the glowing eaffect"
"leelee820",5,"Fast delivery and good quality, like it so much ☺️"
"amirah512",5,"Benefits:waterproof Beauty Effect:matte Beauty Profile:good for dry skin  Safely received in good condition.. repeated item..good value for money"
"c*****g",5,"This is my second time purchasing the Skintific foundation，it’s really affordable and works great. Thank you to the seller for the fast delivery!，thank you."
"l*****1",5,"Beauty Effect:terbaik Benefits:entah la belum cuba yg jeans collection sebelum ni pakai yg biru biasa Packaging:cantik"
"a*****3",5,"Dah dapat dengan elok. Laju delivery. Boleh beli lagi. Semua memuaskan. Sampai tepat waktunya. Harga affordable."
"k*****2",5,"Usage Experience:long User Tips:nice Beauty Effect:tasty  I’m genuinely impressed with this product! From the moment I unboxed it, I could tell it was made with care and quality. The design is sleek and modern, and it feels durable and well-built."
"nanizuraimee",5,"Usage Experience:sangat soft, tidak berminyak dan sesuai dengan kulit saya Packaging:kemas Benefits:waterproof"
"k*****8",5,"Good product and good value for money and good quality and thanks"
"sweetytangyi",5,"Good product 👍 item received in good condition with bubble wrapping."
"n*****i",5,"Beauty Effect:matte Beauty Profile:21, oily and acne + banyak parut jerawat , coverage very good User Tips:kalau i , i pakai loose powder memang elok make up  beli dekat drugstore mahal beli kat sini time live selalu dapat murah i dapat 30+ je hehehe tapi barang memang bagus tq seller"
"y*****5",5,"Received all good pack well thank you so much all good thank you nice"
"k*****4",5,"Received the items in good condition and I really love it. Thank you so much seller. Really Recommended 👍👍👍"
"m*****3",5,"Not used yet… but item accurate👍🏻 the limited edition packaging is nice!"
"princessmoyy",5,"Thankyou seller. Cushion sy da sampai. Nasib cepat jyga sampai. Beli time 9/9 memang dapat murah sikit . Tq tq"
"m*****y",5,"Usage Experience:easy to blend Benefits:matte Packaging:nice  my always favourite. sesuai dengan oily skin. beli refill jimat"
"yensam925",5,"Fast delivery and worth to have it. High quality product and good price. Thank you seller. Recommended."
"f*****6",5,"Packaging:individually bubble-wrapped Usage Experience:ease of usage, blends nicely Beauty Profile:good for oily skin, no patchiness when applied. I have been repeating purchase of this cushion foundation. Affordable and great coverage"
"nuralisha208",5,"Packaging:good Beauty Effect:good Usage Experience:good"
"t*****x",5,"Nice quality product, easy to blend Will repeat order soon"
"n*****4",5,"yess dah sampai, best gila, lgi2 kalau makeup dah pecah minyak srs lgi cantikkk!!! cpt je sampai 1 hari boleh repeat orderr"
"s*****n",5,"Benefits:good Beauty Profile:good User Tips:good  product received dengan baik, dah guna skintific lama and really satisfied dengan this product. sangat sesuai dengan skin i."
"mila3malia",5,"Alhamdulillah barang dah sampai dlm ke adaan baik.. terima kasih seller.. penghantaran pun cepat.."
"s*****_",5,"Suka sangat !!! Cepat sampai Sarawak thank u will repeat texture pn oke❤️❤️❤️"
"n*****5",5,"Packaging:very nice packaging Usage Experience:matte sngt sesuai for oily skin yang teruk macam saya User Tips:matte"
"u*****y",5,"Packaging:Packaging kemas Beauty Effect:Full coverage"
"d*****3",5,"Packaging:good User Tips:to save buy refill Usage Experience:3 mnths  Good and long last. The product will cover your face those with pigmentation and look good"
"sabihaismail",5,"Wow..cantiknya yang denim punya. Sebelum nie beli yang biasa tu je..cepat sampai."
"a*****8",5,"Usage Experience:good Beauty Profile:good Packaging:good  Suitable for oily skin really nice product thank you seller"
"h*****y",5,"Got the item in good condition and well packing and the price is worth with item and very satisfied with the product and will repeat again and thank you."
"a*****3",5,"Packing with bubble bag, delivery OK, alot ppl. Recommended this product, 1st time buy hope is suitable for me... If OK will buy again"
"_*****i",5,"Usage Experience:nice. Tak terlalu oxidise Packaging:good Beauty Profile:kulit warm tone tak gelap sangat tak cerah sgt (kuning²) mmg sesuai pakai code petal  Mantap utk"
"kchang7",5,"Usage Experience:nice User Tips:excellent Packaging:good"
"norfaezahabdlatib",5,"Usage Experience:sy bkn jns brmekap..ni first time sy try..bg sy produk ni ok ..should try  Slamt smpai..fast delivery..packaging pun cun..recomended"
"i*****a",5,"Beauty Profile:best pakai matte dekat muka Packaging:lawa sebab denim Usage Experience:best pakai cushion skintific"
"s*****4",5,"Texture:ok Coverage:medium  Very good on dry skin, minimal patchyness. Product so little though. Can last up to 1month or above for daily usage"
"indah_sangat",5,"barang dah sampai, penghantaran cepat, bungkusan baik, thank you seller"
"dibasyahira",5,"Beauty Profile:Normal to oily skin. Natural skin tone Packaging:Good Beauty Effect:Matte finishing, medium to full coverage"
"z*****7",5,"Benefits:oil control effect Beauty Effect:natural-look Beauty Profile:suits for uneven skin tone  Safely received in a good condition. Good packaging. Trusted seller. Fast delivery."
"n*****i",5,"dah sampai penghantarab laju, produk pun bagus cantik. dah banyak kali repeat"
"b*****e",5,"fast delivery & received in good condition. suitable for my oily skin bcs its matte finish. but you must prep your skin well before use this matte cushion."
"n*****l",5,"packaging cantik. mmg puas hati"
"k*****8",5,"Good quality and good value for money and good service and thanks"
"z*****a",5,"barang telah diterima dalam keadaan baik, penghantaran pon cepat..ini adalah repeat order kali kedua, product yg memang baik kulit jadi flawless and gebu..tqvm seller"
"n*****d",5,"Beauty Effect:full coverage Beauty Profile:chose vanilla for my skin tone. love it! User Tips:chose a fairer tone from your skin tone because it will oxidise later.  It took me less than 10 minutes to get ready."
"n*****_",5,"Beauty Effect:Matte Packaging:Real jeans Benefits:Long lasting  This is my first skintific cushion. I beli sebab the design. Design sebelum ni senang ada fingerprints which I dislike. Shade 04 ni sesuai untuk medium tan skin. Texture dia agak sticky, maybe that's why dia long lasting."
"m*****h",5,"Received with good condition 😁  Fast delivery 🚚  All good 👍  Love it 😍"
"fran_eka",5,"Barang dibungkus dan diterima dalam keadaan yang baik. Terima kasih."
"z*****i",5,"Benefits:full coverage Beauty Profile:oily Packaging:good  fast delivery, good service, good item , tqsm"
"a*****d",5,"flawless finishing. harga murah. color pun match dgn muka. beli la korg"
"lsc225",5,"Beauty Profile:Sensitive and acne skin Usage Experience:Soft and comfy Benefits:Really oil control  Never ever found a worth and suitable matte foundation, this is my repeat buy, great to have it, thanks seller"
"s*****u",5,"Usage Experience:easy to apply and good coverage Packaging:good packaging, clean design Benefits:effective oil control  I love this cushion. It function what it advertised. Good coverage and long lasting. I purchased refill already"
"q*****n",5,"Benefits:best User Tips:tap Usage Experience:tahan  Thank you seller i memang suka yang ini sebab kulit kurang berminyak bila pakai"
"l*****6",5,"Fast delivery and decent packaging. I have oily skin type and I’ve been using Korean brand L cushion for several years. I was introduced to Skintific cushion recently. Had my doubts if it’ll even work as good as brand L.   Bought 1 to try out of curiosity. I must say it’s pretty good especially for its price point. Its matte-ness will not cause the skin to look dry and cakey.   The only cons is its packaging. Due to its glossy packaging, fingerprints will be all over it.   Staying power 9/10 Coverage 7/10"
"a*****1",5,"barang selamat mendarat di rumah.really fast delivery.tk try lagi"
"f*****a",5,"User Tips:Good Beauty Profile:undertone Packaging:package well packed  Boleh beli sbb murah dan dapat sale harga rm20 jeeeeee gaisss"
"tangsookkuan",5,"Usage Experience:Moist Beauty Profile:Oily skin  Good coverage and moist, non cakey. Suggest to take a shade lighter because feels the colour abit dark even though I took Vanilla."
"a*****2",5,"Fast delivery. Good product. Secured package. Cheapest on shopee"
"19nurain91",5,"Menerima barangan dalam keadaan yang baik pembungkusan yang kemas dan penghantaran yang pantas . Belum mencuba lagi"
"a*****1",5,"Packaging:good Beauty Profile:good Benefits:oil control effect  Barang sampai dalam keadaan baik. Tiada kerosakan. Beli time ada sales memang murah dan berbaloi. Sangat suka dengan matte cushion ni memang sesuai dengan tekstur kulit wajah. Nampak fresh. Akan repeat order lagi."
"a*****h",5,"Recommended, fast delivery, good item, good product, will repeat again, thank you seller"
"wanyee.ku",5,"The items are received in good condition. Friendly seller. Fast shipping. Recommended."
"pozie69",5,"Benefits:long lasting Beauty Effect:mette cushion Beauty Profile:for all skin tone  The order has been received perfectly. Thank you."
"norkartini_abrahim93",5,"Best price ever and suitable with my skin"
"n*****9",5,"Fast delivery. Item received in good condition. Thank you seller."
"typicalkampunggirl",5,"Purchased at a good deals very good deals and products thank you so much"
"d*****m",5,"Good product quality  packaging okay fast delivery thank you"
"a*****h",5,"Beauty Effect:good Beauty Profile:good Benefits:belum cuba lagi  Belum cuba lagi harap cantik di wajah Beli untuk anak sekali Kalau semua okay boleh repeat order lagi"
"z*****e",5,"Packaging:Really protective Usage Experience:Just been starting using for the first time.. Beauty Effect:Cover the pigment  Hope my skin will be okay using it without any side effects.. Thank you seller.."
"a*****a",5,"Usage Experience:ok Beauty Profile:ok Packaging:ok  barang sampai dgn baik semua ok sesuai dgn warna kulit byk kali dh beli"
"s*****9",5,"Usage Experience:barang selamat sampai terima kasih jual best sangat pakai love"
"m*****i",5,"Packaging:Good Beauty Effect:Belum try User Tips:Belum try  Delivery bagus.. Cepat.. Harap2 ok dengan kulit.."
"lizamaju1001",5,"Packaging:ok Usage Experience:ok Beauty Effect:ok  Tq seller brg baik and pos laju  Jom singgah Sho.pee BBWUSA  Brg2 RARE AUTHENTIC guys"
"izzatibajumurah",5,"Benefits:okay Usage Experience:okay User Tips:okay  Penghantaran pantas dan Pembungkusan kemas dan elok sekali,,,barang semua dalam keadaan yang baik....tiada barang yang rosak...."
"n*****3",5,"Beauty Effect:bagus Benefits:baik Beauty Profile:terbaik  Barang sampai dengan baik dan cepat boleh repeat lagi selepas ini thanks penjual"
